Year,OBJECTID,GEOID,Tract_Label,Tract_Name,Community_Reporting_Area_Name,Community_Reporting_Area_ID,Rent_Per_SqFt,Rent_Per_Unit,YoY_Change_Percent,YoY_Change_Dollars,Cost_Category,Market_Trend,Has_Mixed_Income,PROPERTIES,Shape_Area,Shape_Length,Market_Classification
2024,4184,53033008800,88.0,Census Tract 88,Central Area/Squire Park,5.300000190734863,2.859999895095825,1838,12.6,205,Premium,Rapid Growth,752,31,102100388581238,132025268569703,Stable Market
2024,4235,53033007901,79.01000213623047,Census Tract 79.01,Central Area/Squire Park,5.300000190734863,2.740000009536743,1729,0.74,10,Moderate,Stable,1053,50,287629950189209,787940433949822,Stable Market
2024,4207,53033008700,87.0,Census Tract 87,Central Area/Squire Park,5.300000190734863,2.869999885559082,1657,3.24,53,Moderate,Moderate Increase,642,45,78830131696167,114323842123557,Stable Market
2024,4310,53033007700,77.0,Census Tract 77,Central Area/Squire Park,5.300000190734863,3.4700000286102295,1537,3.58,53,Moderate,Moderate Increase,575,24,113912082196655,152422097594939,Stable Market
2024,4238,53033010302,103.0199966430664,Census Tract 103.02,Columbia City,4.199999809265137,2.9800000190734863,2081,1.02,18,Premium,Stable,1489,25,680441875059509,112672532000827,Stable Market
2024,4166,53033011101,111.01000213623047,Census Tract 111.01,Columbia City,4.199999809265137,2.640000104904175,1705,-4.35,-75,Moderate,Moderate Decrease,944,14,122367180846863,155520743493747,Declining Market
2024,4267,53033010301,103.01000213623047,Census Tract 103.01,Columbia City,4.199999809265137,1.8300000429153442,1626,1.1,15,Moderate,Stable,52,4,107922624648438,169243685147596,Stable Market
2024,4253,53033010101,101.01000213623047,Census Tract 101.01,Columbia City,4.199999809265137,3.319999933242798,1524,0.61,5,Moderate,Stable,345,11,938181013056946,153116567050508,Stable Market
2024,4317,53033010102,101.0199966430664,Census Tract 101.02,Columbia City,4.199999809265137,0.0,0,,,Budget,No Data,0,0,173146100391541,22274170768035,Stable Market
2024,4154,53033008102,81.0199966430664,Census Tract 81.02,Downtown Commercial Core,13.199999809265137,3.8399999141693115,3367,-3.27,-112,Luxury,Moderate Decrease,1310,9,598781208642578,143399950294181,Luxury Market
2024,4155,53033008101,81.01000213623047,Census Tract 81.01,Downtown Commercial Core,13.199999809265137,3.240000009536743,2832,4.52,122,Luxury,Moderate Increase,1054,6,299216547857666,114271467556707,Luxury Market
2024,4159,53033009300,93.0,Census Tract 93,Duwamish/SODO,3.299999952316284,3.059999942779541,2209,-0.33,-12,Premium,Stable,780,14,102171584839813,539463734519274,Declining Market
2024,4190,53033010601,106.01000213623047,Census Tract 106.01,Fauntleroy/Seaview,1.2000000476837158,2.6600000858306885,1629,-0.75,-9,Moderate,Stable,432,27,11724162319458,144588370353337,Declining Market
2024,4275,53033010602,106.0199966430664,Census Tract 106.02,Fauntleroy/Seaview,1.2000000476837158,2.359999895095825,1552,0.85,16,Moderate,Stable,389,24,154620140646667,237749471378089,Stable Market
2024,4272,53033011602,116.0199966430664,Census Tract 116.02,Fauntleroy/Seaview,1.2000000476837158,2.2100000381469727,1522,0.45,8,Moderate,Stable,113,13,169241732272644,247040405747324,Stable Market
2024,4187,53033011601,116.01000213623047,Census Tract 116.01,Fauntleroy/Seaview,1.2000000476837158,1.600000023841858,1112,2.56,23,Affordable,Moderate Increase,80,6,167108428944397,200119659924997,Stable Market
2024,4252,53033008200,82.0,Census Tract 82,First Hill,6.099999904632568,3.25,2472,2.2,53,Premium,Moderate Increase,2510,16,404477382589722,91021403414799,Stable Market
2024,4185,53033008500,85.0,Census Tract 85,First Hill,6.099999904632568,3.4100000858306885,2271,-0.29,-5,Premium,Stable,1556,21,48541213192749,902558161466663,Declining Market
2024,4181,53033008300,83.0,Census Tract 83,First Hill,6.099999904632568,2.990000009536743,2062,-0.99,-24,Premium,Stable,1272,15,256127649777222,863213489440587,Declining Market
2024,4233,53033008600,86.0,Census Tract 86,First Hill,6.099999904632568,3.1500000953674316,1718,-1.25,-23,Moderate,Stable,3108,61,765661662564087,116407206126296,Declining Market
2024,4287,53033005401,54.0099983215332,Census Tract 54.01,Fremont,11.100000381469727,3.6600000858306885,2334,1.67,38,Premium,Stable,1404,38,789227058761597,1974010787087,Stable Market
2024,4309,53033005402,54.02000045776367,Census Tract 54.02,Fremont,11.100000381469727,3.259999990463257,1930,0.0,3,Premium,Stable,924,43,499314186450195,100637978469566,Stable Market
2024,4201,53033004902,49.02000045776367,Census Tract 49.02,Fremont,11.100000381469727,3.2699999809265137,1894,0.0,0,Premium,Stable,1064,68,64482623397522,108017314915315,Stable Market
2024,4250,53033004800,48.0,Census Tract 48,Fremont,11.100000381469727,3.2100000381469727,1851,0.0,1,Premium,Stable,388,30,138338868196411,188222365726525,Stable Market
2024,4143,53033004901,49.0099983215332,Census Tract 49.01,Fremont,11.100000381469727,2.5999999046325684,1511,0.39,5,Moderate,Stable,1084,109,535088821542358,937965576684679,Stable Market
2024,4210,53033010900,109.0,Census Tract 109,Georgetown,3.200000047683716,2.630000114440918,1318,0.77,12,Moderate,Stable,110,11,516771227107849,449787538438156,Stable Market
2024,4219,53033003602,36.02000045776367,Census Tract 36.02,Green Lake,9.399999618530273,3.4000000953674316,1994,0.89,12,Premium,Stable,2880,58,562188608477783,114710943824279,Stable Market
2024,4144,53033003601,36.0099983215332,Census Tract 36.01,Green Lake,9.399999618530273,3.180000066757202,1814,0.95,18,Premium,Stable,999,41,725587906799316,118942888948854,Stable Market
2024,4301,53033002700,27.0,Census Tract 27,Green Lake,9.399999618530273,2.359999895095825,1719,1.29,17,Moderate,Stable,359,25,170580792767029,219428352783745,Stable Market
2024,4299,53033004600,46.0,Census Tract 46,Green Lake,9.399999618530273,2.2699999809265137,1418,0.89,13,Moderate,Stable,65,7,278293687579956,255142239990877,Stable Market
2024,4195,53033002900,29.0,Census Tract 29,Greenwood/Phinney Ridge,9.300000190734863,2.759999990463257,1963,0.36,10,Premium,Stable,321,26,106147911058044,133663196709081,Stable Market
2024,4281,53033001701,17.010000228881836,Census Tract 17.01,Greenwood/Phinney Ridge,9.300000190734863,3.009999990463257,1893,3.79,65,Premium,Moderate Increase,1408,40,960902608453369,171644547776423,Stable Market
2024,4221,53033001702,17.020000457763672,Census Tract 17.02,Greenwood/Phinney Ridge,9.300000190734863,2.690000057220459,1887,-0.37,-7,Premium,Stable,856,22,137792757612915,174764075143324,Declining Market
2024,4145,53033002800,28.0,Census Tract 28,Greenwood/Phinney Ridge,9.300000190734863,2.2899999618530273,1408,0.88,12,Moderate,Stable,375,35,106371518217773,13201311297987,Stable Market
2024,4244,53033003500,35.0,Census Tract 35,Greenwood/Phinney Ridge,9.300000190734863,2.7200000286102295,1344,0.74,5,Moderate,Stable,328,23,138280616665344,166343489620973,Stable Market
2024,4170,53033003400,34.0,Census Tract 34,Greenwood/Phinney Ridge,9.300000190734863,1.6100000143051147,993,1.26,13,Affordable,Stable,105,10,847247171472168,12629322933575,Stable Market
2024,4256,53033000602,6.019999980926514,Census Tract 6.02,Haller Lake,9.5,2.3299999237060547,1970,1.3,25,Premium,Stable,396,9,259475078614197,232217047501309,Stable Market
2024,4243,53033000601,6.010000228881836,Census Tract 6.01,Haller Lake,9.5,2.2300000190734863,1572,1.36,20,Moderate,Stable,626,18,154049525828857,200789564759328,Stable Market
2024,4278,53033000300,3.0,Census Tract 3,Haller Lake,9.5,1.4900000095367432,1130,0.68,5,Affordable,Stable,83,7,130338645966187,172980295354457,Stable Market
2024,4213,53033010702,107.0199966430664,Census Tract 107.02,High Point,2.200000047683716,2.9600000381469727,2086,7.25,141,Premium,Significant Increase,114,2,839692679307556,149359302412484,Stable Market
2024,4274,53033010701,107.01000213623047,Census Tract 107.01,High Point,2.200000047683716,2.25,1939,3.21,58,Premium,Moderate Increase,214,5,15726285722641,213023651802902,Stable Market
2024,4188,53033011300,113.0,Census Tract 113,Highland Park,2.5,1.9299999475479126,1561,-6.31,-106,Moderate,Significant Decrease,334,17,372606829683075,271841613850878,Declining Market
2024,4186,53033026500,265.0,Census Tract 265,Highland Park,2.5,0.0,0,,,Budget,No Data,0,0,461767548258972,112349647811896,Stable Market
2024,4202,53033005801,58.0099983215332,Census Tract 58.01,Interbay,12.199999809265137,2.430000066757202,2103,1.25,23,Premium,Stable,1305,45,196184242433472,255000139546944,Stable Market
2024,4152,53033005804,58.040000915527344,Census Tract 58.04,Interbay,12.199999809265137,3.069999933242798,2045,0.99,22,Premium,Stable,1064,38,251240627388306,486682722430527,Stable Market
2024,4199,53033005803,58.029998779296875,Census Tract 58.03,Interbay,12.199999809265137,2.059999942779541,1505,1.98,25,Moderate,Stable,382,32,895617342456055,171291988103483,Stable Market
2024,4319,53033009000,90.0,Census Tract 90,Judkins Park,5.199999809265137,2.7699999809265137,1837,1.47,27,Premium,Stable,1006,22,921217319689941,143191029916181,Stable Market
2024,4174,53033004102,41.02000045776367,Census Tract 41.02,Laurelhurst/Sand Point,7.5,2.950000047683716,2085,1.37,23,Premium,Stable,487,7,179339272689209,233508002922279,Stable Market
2024,4151,53033004000,40.0,Census Tract 40,Laurelhurst/Sand Point,7.5,1.8300000429153442,1237,1.1,10,Moderate,Stable,69,3,26374983680542,275600138429836,Stable Market
2024,4308,53033004101,41.0099983215332,Census Tract 41.01,Laurelhurst/Sand Point,7.5,1.8300000429153442,1200,1.1,9,Affordable,Stable,71,3,167168526628113,242301579430562,Stable Market
2024,4302,53033001800,18.0,Census Tract 18,Licton Springs,9.199999809265137,2.0999999046325684,1475,0.96,12,Moderate,Stable,762,65,101828822714539,13946100028213,Stable Market
2024,4247,53033001300,13.0,Census Tract 13,Licton Springs,9.199999809265137,2.1500000953674316,1330,0.94,12,Moderate,Stable,973,76,127100369901733,148810870453396,Stable Market
2024,4227,53033006300,63.0,Census Tract 63,Madison Park,6.5,2.7200000286102295,2060,1.12,17,Premium,Stable,578,20,277503333955383,362858489218384,Stable Market
2024,4163,53033008900,89.0,Census Tract 89,Madrona/Leschi,5.099999904632568,3.0799999237060547,2122,-2.84,-60,Premium,Moderate Decrease,852,19,13690717169342,193287463975703,Declining Market
2024,4263,53033007800,78.0,Census Tract 78,Madrona/Leschi,5.099999904632568,2.309999942779541,1791,0.87,14,Moderate,Stable,91,6,22245158163269,287463735215772,Stable Market
2024,4178,53033005700,57.0,Census Tract 57,Magnolia,12.100000381469727,2.0799999237060547,1560,0.97,13,Moderate,Stable,352,28,533055844251709,445065655358236,Stable Market
2024,4175,53033005600,56.0,Census Tract 56,Magnolia,12.100000381469727,0.0,0,,,Budget,No Data,0,0,320450561363831,299435055294428,Stable Market
2024,4147,53033006400,64.0,Census Tract 64,Miller Park,6.400000095367432,2.4700000286102295,2080,2.07,37,Premium,Moderate Increase,103,5,972635190356445,131867701844683,Stable Market
2024,4312,53033007600,76.0,Census Tract 76,Miller Park,6.400000095367432,3.130000114440918,1830,-0.32,-4,Premium,Stable,1132,59,615538938891602,990636833563623,Declining Market
2024,4177,53033006100,61.0,Census Tract 61,Montlake/Portage Bay,7.099999904632568,3.2100000381469727,1851,1.26,19,Premium,Stable,1809,90,119591937410278,214772648301767,Stable Market
2024,4223,53033006200,62.0,Census Tract 62,Montlake/Portage Bay,7.099999904632568,0.0,0,,,Budget,No Data,0,0,246106197424011,400105992573485,Stable Market
2024,4269,53033009500,95.0,Census Tract 95,Mt. Baker/North Rainier,4.400000095367432,3.049999952316284,1417,2.01,29,Moderate,Moderate Increase,335,16,274243056749573,296182112966095,Stable Market
2024,4282,53033001600,16.0,Census Tract 16,North Beach/Blue Ridge,10.100000381469727,3.2799999713897705,1943,0.61,13,Premium,Stable,222,14,205753927101746,231476459804202,Stable Market
2024,4246,53033001400,14.0,Census Tract 14,North Beach/Blue Ridge,10.100000381469727,2.2100000381469727,1749,4.74,79,Moderate,Moderate Increase,433,21,230733886559448,305363374485091,Stable Market
2024,4245,53033001500,15.0,Census Tract 15,North Beach/Blue Ridge,10.100000381469727,1.0800000429153442,1256,0.93,16,Moderate,Stable,64,5,12300447062561,139603795463703,Stable Market
2024,4292,53033010002,100.0199966430664,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.5999999046325684,2.9000000953674316,1791,0.69,13,Moderate,Stable,671,23,10204645644455,137327653894052,Stable Market
2024,4161,53033010001,100.01000213623047,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.5999999046325684,2.7200000286102295,1725,1.12,19,Moderate,Stable,681,20,250524746053925,256289245317132,Stable Market
2024,4270,53033009400,94.0,Census Tract 94,North Beacon Hill/Jefferson Park,3.5999999046325684,2.9600000381469727,1656,-10.03,-177,Moderate,Significant Decrease,1620,60,181506256758423,188745831831158,Declining Market
2024,4222,53033006500,65.0,Census Tract 65,North Capitol Hill,6.300000190734863,2.880000114440918,1904,3.6,67,Premium,Moderate Increase,1200,77,123522577561951,179215013322026,Stable Market
2024,4268,53033009900,99.0,Census Tract 99,North Delridge,2.0999999046325684,2.8299999237060547,1676,2.17,29,Moderate,Moderate Increase,1162,29,70254374707016,646336615792341,Stable Market
2024,4220,53033001900,19.0,Census Tract 19,Northgate/Maple Leaf,8.100000381469727,3.0299999713897705,2222,0.0,1,Premium,Stable,586,10,179451715240173,189484812689278,Stable Market
2024,4191,53033001202,12.020000457763672,Census Tract 12.02,Northgate/Maple Leaf,8.100000381469727,2.740000009536743,2019,-4.53,-97,Premium,Moderate Decrease,1865,16,884114588363647,133249900925288,Declining Market
2024,4141,53033001201,12.010000228881836,Census Tract 12.01,Northgate/Maple Leaf,8.100000381469727,2.4600000381469727,1755,-2.77,-47,Moderate,Moderate Decrease,1629,24,10851861641449,158997733430541,Declining Market
2024,4226,53033002000,20.0,Census Tract 20,Northgate/Maple Leaf,8.100000381469727,2.3499999046325684,1736,1.73,26,Moderate,Stable,206,9,121838788231506,155095457092747,Stable Market
2024,4257,53033000201,2.009999990463257,Census Tract 2.01,Olympic Hills/Victory Heights,8.199999809265137,2.180000066757202,1777,7.39,120,Moderate,Significant Increase,873,13,194461763249207,186515780841956,Stable Market
2024,4216,53033000202,2.0199999809265137,Census Tract 2.02,Olympic Hills/Victory Heights,8.199999809265137,2.1700000762939453,1730,9.6,148,Moderate,Significant Increase,182,5,159301184908752,172858273694368,Stable Market
2024,4215,53033000700,7.0,Census Tract 7,Olympic Hills/Victory Heights,8.199999809265137,2.2899999618530273,1605,6.51,88,Moderate,Significant Increase,1027,56,139322423934631,161340299149422,Stable Market
2024,4214,53033001100,11.0,Census Tract 11,Olympic Hills/Victory Heights,8.199999809265137,1.9600000381469727,1460,-1.51,-24,Moderate,Stable,188,11,114163995888062,141591273465597,Declining Market
2024,4239,53033009100,91.0,Census Tract 91,Pioneer Square/International District,13.300000190734863,2.890000104904175,1831,-3.34,-66,Premium,Moderate Decrease,2636,19,441968526577759,106083854115205,Declining Market
2024,4240,53033009200,92.0,Census Tract 92,Pioneer Square/International District,13.300000190734863,3.069999933242798,1803,2.33,38,Premium,Moderate Increase,552,13,345608855044556,126871211893969,Stable Market
2024,4262,53033006701,67.01000213623047,Census Tract 67.01,Queen Anne,12.300000190734863,3.3299999237060547,2493,3.42,87,Premium,Moderate Increase,2419,23,36398331784668,121437792365382,Stable Market
2024,4153,53033006800,68.0,Census Tract 68,Queen Anne,12.300000190734863,3.7699999809265137,2490,-0.26,-9,Premium,Stable,868,27,772925027154541,112753773479613,Declining Market
2024,4286,53033006702,67.0199966430664,Census Tract 67.02,Queen Anne,12.300000190734863,3.319999933242798,2276,-2.92,-62,Premium,Moderate Decrease,1288,35,328014799505615,85938649046644,Declining Market
2024,4158,53033007101,71.01000213623047,Census Tract 71.01,Queen Anne,12.300000190734863,3.259999990463257,2170,2.84,61,Premium,Moderate Increase,2228,33,532847460678101,900494722654019,Stable Market
2024,4176,53033006703,67.02999877929688,Census Tract 67.03,Queen Anne,12.300000190734863,2.740000009536743,2050,1.48,25,Premium,Stable,607,35,642717188375854,108464930444777,Stable Market
2024,4285,53033007102,71.0199966430664,Census Tract 71.02,Queen Anne,12.300000190734863,3.140000104904175,2046,0.96,19,Premium,Stable,1530,29,36155008977356,114999407456685,Stable Market
2024,4230,53033006000,60.0,Census Tract 60,Queen Anne,12.300000190734863,2.759999990463257,2045,2.22,45,Premium,Moderate Increase,852,57,141587647126465,191230326298116,Stable Market
2024,4198,53033007002,70.0199966430664,Census Tract 70.02,Queen Anne,12.300000190734863,2.930000066757202,1894,2.09,34,Premium,Moderate Increase,1758,74,474686984552002,949079905735624,Stable Market
2024,4229,53033006900,69.0,Census Tract 69,Queen Anne,12.300000190734863,2.5999999046325684,1690,0.39,6,Moderate,Stable,493,35,974217664987183,156665439544695,Stable Market
2024,4200,53033005902,59.02000045776367,Census Tract 59.02,Queen Anne,12.300000190734863,2.140000104904175,1642,0.47,8,Moderate,Stable,111,11,11010649894989,151842205727179,Stable Market
2024,4179,53033005901,59.0099983215332,Census Tract 59.01,Queen Anne,12.300000190734863,2.690000057220459,1642,0.0,4,Moderate,Stable,459,30,844908671850586,190752924234318,Stable Market
2024,4249,53033007001,70.01000213623047,Census Tract 70.01,Queen Anne,12.300000190734863,2.6500000953674316,1577,3.11,45,Moderate,Moderate Increase,1438,50,385629005014038,953030256857274,Stable Market
2024,4294,53033011802,118.0199966430664,Census Tract 118.02,Rainier Beach,4.099999904632568,2.549999952316284,1557,0.79,7,Moderate,Stable,67,3,123230567394714,172015467858114,Stable Market
2024,4271,53033011801,118.01000213623047,Census Tract 118.01,Rainier Beach,4.099999904632568,1.7400000095367432,1217,1.16,13,Moderate,Stable,257,12,126711735070038,158498135377743,Stable Market
2024,4255,53033011901,119.01000213623047,Census Tract 119.01,Rainier Beach,4.099999904632568,0.0,0,,,Budget,No Data,0,0,180976407372589,204856455423004,Stable Market
2024,4293,53033011902,119.0199966430664,Census Tract 119.02,Rainier Beach,4.099999904632568,0.0,0,,,Budget,No Data,0,0,162908136344757,288975986341236,Stable Market
2024,4164,53033026300,263.0,Census Tract 263,Rainier Beach,4.099999904632568,0.0,0,,,Budget,No Data,0,0,3072463331604,954048024444965,Stable Market
2024,4148,53033004301,43.0099983215332,Census Tract 43.01,Ravenna/Bryant,7.300000190734863,4.21999979019165,2661,11.94,279,Luxury,Rapid Growth,606,10,105397805728455,17192703749828,Luxury Market
2024,4260,53033004202,42.02000045776367,Census Tract 42.02,Ravenna/Bryant,7.300000190734863,3.2300000190734863,2214,6.25,135,Premium,Significant Increase,213,7,131416884516602,156516663663576,Stable Market
2024,4149,53033002500,25.0,Census Tract 25,Ravenna/Bryant,7.300000190734863,2.819999933242798,2049,0.71,15,Premium,Stable,69,4,105946342979736,164429685869958,Stable Market
2024,4225,53033002600,26.0,Census Tract 26,Ravenna/Bryant,7.300000190734863,3.200000047683716,1988,0.0,3,Premium,Stable,755,8,133980401758728,15933937900155,Stable Market
2024,4172,53033004302,43.02000045776367,Census Tract 43.02,Ravenna/Bryant,7.300000190734863,3.2699999809265137,1987,0.31,6,Premium,Stable,1316,62,35641156701355,798727441919544,Stable Market
2024,4248,53033003800,38.0,Census Tract 38,Ravenna/Bryant,7.300000190734863,3.700000047683716,1957,-0.8,-15,Premium,Stable,159,6,672279139416504,103925315540704,Declining Market
2024,4196,53033004201,42.0099983215332,Census Tract 42.01,Ravenna/Bryant,7.300000190734863,1.9199999570846558,1685,0.52,7,Moderate,Stable,178,10,133906642680969,182861439211159,Stable Market
2024,4168,53033010800,108.0,Census Tract 108,Riverview,2.299999952316284,1.899999976158142,1333,0.53,9,Moderate,Stable,59,3,440874452204437,390193474976913,Stable Market
2024,4273,53033011401,114.01000213623047,Census Tract 114.01,Roxhill/Westwood,2.4000000953674316,2.5,2187,5.93,121,Premium,Significant Increase,565,6,132733691432037,174780591593666,Stable Market
2024,4189,53033011500,115.0,Census Tract 115,Roxhill/Westwood,2.4000000953674316,2.130000114440918,1508,0.0,2,Moderate,Stable,284,13,165586527529297,198873089363241,Stable Market
2024,4208,53033011402,114.0199966430664,Census Tract 114.02,Roxhill/Westwood,2.4000000953674316,2.5,1487,4.17,60,Moderate,Moderate Increase,617,28,127792778645477,17351055007292,Stable Market
2024,4212,53033011102,111.0199966430664,Census Tract 111.02,Seward Park,4.300000190734863,2.119999885559082,1415,1.92,26,Moderate,Stable,429,19,139700266890106,204111700649139,Stable Market
